pim	36.9942	-77.2075
pks	28.0667	67.8843
pld	51.7866	-1.39091
pli	24.5271	82.251
pmb	3.739	26.61
pmc	-3.024	128.762
pmf	-1.62663	121.268
pml	33.8613	10.8531
pmu	33.5582	74.3713
pmx	25.1944	94.4618
pmy	-2.53482	139.651
pmz	20.966	-99.334
pno	-7.16666	-75
pnz	8.71518	13.6009
pod	4.83332	-71.5
pog	-7.01666	-38
pov	13.2335	-15.3325
ppa	24.0622	80.9619
ppu	24.324	120.577
prc	36.0432	70.8805
prd	32.994	58.624
pre	1.614	7.392
prf	17.0411	122.37
prg	52.394	14.757
prl	-11.9008	-76.8213
prp	20.625	74.438
prr	-20.7329	-43.6069
prz	13.35	-81.37
psc	35.6922	51.0996
psd	38.3941	-99.2499
psg	5.375	100.254
psl	18.4592	-66.0919
psm	-12.8553	-63.1903
pso	52.0041	20.761
psp	16.916	121.512
psr	38.5474	-8.53355
psy	39.073	-76.803
pth	-15.9167	-40.0333
pue	-36.6376	-62.9413
puk	20.2551	101.731
puy	34.6866	-120.431
puz	24.662	93.982
pwb	10.008075	8.986221
pwr	21.797	79.239
pzn	26.2072	95.1618
qun	47.4214	-124.16
quq	40.2638	-3.68704
qwc	-9.99999	-76.5
qxc	-12.85	-75.649
rat	36.267	50.002
rax	8.001	10.58
rdb	37.0878	49.8801
reg	-1.83511	33.0488
rem	-7.33333	-74.0833
rer	4.11661	41.7065
rey	-14.8333	-67.0833
rge	38.6347	23.2164
rgk	29.2278	80.0845
rgn	44.2349	11.7189
rhg	20.831	93.1695
rie	19.5084	102.591
ril	24.0521	98.8333
rjs	26.3834	88.4536
rki	21.4531	92.5966
rkt	26.3834	88.4536
rmd	55.5605	12.059
rme	39	-78
rmf	61.1829	19.1564
rmg	62.6217	9.48913
rmi	40	45
rml	60	38
rmo	47.5	16.5
rms	44.9292	26.2924
rmu	62.2313	14.4036
rmw	52.1166	-3.7888
rmz	21.4531	92.5966
rna	2.74999	-76.5
rnl	23.7893	92.3255
rnp	30.528	79.567
rod	10.56	6.946
rop	-18.135	137.669
rsb	45.2552	20.3762
rsi	-11.615	160.219
rsl	56	44
rtw	22.309	73.186
ruh	25.506	91.469
ruo	45.433	14.2
ruy	10.5776	8.09838
rwr	27.002	75.0656
sag	6.78584	20.1702
sam	32.3107	35.258
sar	-11.9423	-65.3945
sbc	-2.09163	147.064
sbn	24.5408	69.0008
sbu	32.497	77.116
scf	8.32601	-81.2564
sch	25.994	93.949
sdb	36.375	43.144
sdf	36.021	43.644
sdk	-3.99024	143.396
sdl	23.614	46.4714
sds	34.4678	9.43778
sdt	44.1692	5.06601
sfb	50.8021	4.31312
sfm	22.5638	101.95
sfs	-25.9655	28.1186
sgc	-0.35774	35.258532
sgg	47.1069	9.07557
sgk	21.64	100.77
sgm	-0.24587	33.8997
sgo	-4.01205	26.016
sgp	27.296	95.606
sgx	8.483	-13.235
shm	36.7581	50.2074
sht	41.7587	-122.738
sim	-3.67233	142.683
sis	42.5111	-124.379
siy	30.08	52.92
sjl	27.6595	96.6633
sjp	25.686	85.792
sjs	34.9992	-4.51293
skd	38.2363	-120.507
skj	28.9251	83.8064
skw	6.05191	-58.5626
slf	46.3076	8.79111
sln	37.6646	-121.718
slq	37.0392	47.3487
sls	1.33069	103.864
smp	32.0817	35.4487
smv	18.3068	74.9104
snh	-14.3798	-62.3404
sni	-7.24999	-74.9166
snq	-1.52694	11.9098
soj	31.8542	54.5964
soo	-4.55057	18.4978
sox	3.68257	12.525
spe	-4.27	144.965
spq	-4.74563	-73.6507
spt	32.526	77.833
sqs	7.10588	79.857
srx	31.1	77.17
ssc	-0.95719	34.1033
ssp	40.0314	-3.70738
ssr	46.7225	6.78425
sta	-15.6067	28.6923
sth	53.7907	-7.73983
stu	22.0185	99.2576
stv	7.77004	38.1449
sut	12.4667	-86.9166
suv	27.6589	92.3557
svk	48.0463	18.1248
swc	-7.2692	27.4196
swg	49.3879	7.12775
swl	58.929	16.1133
swo	-8.00919	-73.3264
swv	27.34	75.407
sxb	-0.95719	34.1033
sxu	51.152	12.692
syc	37.1129	42.1432
syn	35.7776	51.4363
szd	1.73885	112.133
szv	3.96758	9.36535
tas	13.8962	108.257
tbb	-4.99999	-40.3333
tbh	-35.2853	147.475
tbm	4.6852	26.4475
tbu	30	-111
tcs	-11.066	142.692
tcw	20.2957	-97.8436
tde	14.76	-3.7
teb	-0.02668	-76.5761
tec	0.6	35
ten	1.03332	-75.25
tep	19.2343	-101.729
tgj	27.986064	94.221711
tgv	-11.5816	-37.538
tgy	8.6629	25.9756
thi	20.045	102.407
thx	14.6733	106.667
til	44.0924	-122.769
tjn	8.357	-4.40666
tjs	28.2368	110.022
tju	-22.842	118.267
tka	-8.49999	-39
tkf	-11.518	-61.42
tkk	28.1652	88.4254
tkq	4.73213	7.37553
tks	38.1971	47.9954
tku	20.2957	-97.8436
tlp	20.1415	-97.5931
tma	14.332	21.9951
tmg	0.93149	127.567
tmn	1.00003	112.975
tmr	32.273	44.245
tmv	2.0246	20.3685
tmz	2.765	-65.883
tno	-13.3028	-67.3931
tnq	18.2836	-66.8042
tnx	-11.68	166.97
toe	3.24999	-69.6666
tog	-12.0816	34.0613
toh	-23.7964	35.1577
toi	-17.4223	27.1035
tov	36.5998	48.7301
toz	7.25936	15.2819
tpf	-2.38121	139.975
tpk	-19	-40.4167
tqr	11.1254	30.341
tqw	30.25	-96.75
trg	38	47
trl	55.9829	-4.38593
try	26.3441	92.2676
tse	36.4956	10.0335
tsm	41.0267	28.8555
tsq	13.7837	100.445
tss	25.0206	121.305
tst	15.262989	-2.816163
ttk	2.55149	-76.6379
tub	35.327	-117.163
tud	-12.05	-41.1666
tun	30.9888	-92.5403
tuu	42.5563	-124.293
tux	-9.74999	-69.0167
tvt	27.161	95.8
tvy	-8.65995	125.59
twa	47.7419	-121.765
twc	9.64189	8.35594
twe	-8.37662	124.174
twm	27.7686	92.1838
twt	-2	-49.5
txo	26.67	88.975
tza	-6.82431	39.127
uam	-8.49999	-38.75
uan	18.0769	105.31
uby	43.67	39.67
ugn	0.2475	32.4829
ugy	-34.5967	-56.4509
ukl	50.4111	30.553
uln	-4.19566	152.183
ulu	3.25	116.5
ulw	12.9323	-83.5815
umo	-15.5929	-57.4192
unm	35.0264	-98.3201
unr	25.0391	87.1792
unx	25.0391	87.1792
uru	-9.08	-63.848
urv	-6.23314	155.573
utp	-11.2958	166.498
uun	23.7562	120.976
uur	-18.6747	169.084
vaa	12.215	79.5335
vaj	-18.2675	18.1864
veo	34.1761	-119.035
vgt	50.8021	4.31312
vka	-20.445	118.613
vkm	-13.0678	-40.3434
vkp	19.0348	73.0099
vmf	50.005	8.621
vmh	36.8259	49.9665
vml	-26.211	114.245
vms	-3.098	128.654
vmv	39.8078	-121.191
vnk	-10.6865	165.927
vra	-13.8096	167.475
vsi	47.107	28.694
vsl	10.3294	-66.7678
vwa	22.75	99.4833
waf	-9.91666	-36.5
wam	41.705	-73.3148
wao	38.25	-122.5
wea	19.020577	96.540526
wes	5.43932	9.80166
weu	27.0457	98.3197
wgb	-10.41792	150.37814
wir	-9.30537	-59.4769
wiy	39.2492	-122.952
wka	-4.00743	35.1828
wle	7.77004	38.1449
wlk	39.1513	-123.284
wlu	-24.415	149.843
wlx	10.0212	-2.31263
wly	26.6369	86.4837
wma	10.8527	9.72407
wmd	-13.2396	-59.9925
wmm	-3.59444	119.978
wmn	-20.5014	164.409
wnd	-14.2996	135.705
wny	-18.6529	137.608
wom	8.92708	12.4533
woy	11.9415	35.6337
wri	-24.353	116.927
wrk	-17.4504	137.72014
wrw	-12.713	142.569
wry	26.771	74.095
wsu	-9.74999	-36.8333
wtm	27.736	76.947
wur	-11.364	132.303
wya	44.33	-77.5
xab	9.160672	8.505628
xai	-13	-42
xam	-31.7612	20.1733
xar	-7.13333	143.117
xas	52.1293	89.888
xba	-18.8333	-57.3333
xbw	-8.16666	-37.5
xeg	-26.3407	30.4028
xii	-28.4258	20.726
xin	14.3103	-89.8235
xip	-8.74999	-68.8333
xkc	36.8997	48.6212
xki	-1.00166	37.1995
xkj	35.8989	53.4785
xkr	-19	-47
xml	2.946	101.366
xms	32.139	-7.69607
xnh	21.9802	101.158
xom	8.94162	34.0939
xoo	-8.06666	-36.5833
xpk	-6.17715	-72.0438
xpn	-8.49999	-38.3333
xsn	10.4157	8.83882
xtw	-13.2396	-59.9925
xwa	-11.6667	-61.1833
xxr	-21.3907	-42.716
xya	-29.91558791	153.2691386
xyy	-35.9	145.01
yaf	-6.93964	16.9965
yan	14.1259	-84.3439
yas	4.63103	11.1837
yaw	-12.5104	-53.4236
ybk	23.05	103.7
ybn	0.58332	-65.5
ych	24.05	101.98
ydd	51.75	19.42
yde	-3.51156	142.462
yds	31.7342	34.7818
yec	48.2483	8.47267
yei	6.48954	11.5392
yej	31.801	35.1084
ygl	-3.51156	142.462
ygp	25.7	102.5
yha	23.0105	104.449
yhd	31.5339	41.2595
yhl	23.591	103.733
yif	24.152	102.446
yih	51.6889	12.2601
yik	25.435	100.178
yip	23.667	104.238
yiq	25.3	102.301
yit	23.585	101.546
yiu	25.395	103.306
yiv	24.408	102.456
ykl	23.1	104.45
ykn	26.45	103.33
ykt	24.2	105.1
yku	26.35	103.33
ylm	24.469	100.073
yln	23.0105	104.449
ylo	25.97	102.598
ylr	-21.731	139.511
ymc	23.086	103.464
ymd	21.95	100.6
yme	-4.16666	-73.6667
ymg	-0.24248	22.3073
ymh	24.115	100.611
ymi	23.086	103.464
ymo	-3.51156	142.462
ymq	23.086	103.464
ymx	23.086	103.464
ymz	23.086	103.464
yna	26	102
ynq	9	11.8
ynu	-0.505365	-70.478211
yob	-10.2167	149.283
yos	25.4364	95.7566
yot	9.160993	11.672759
ypa	23.354	102.505
ypb	23.591	103.733
ypg	23.4674	102.228
yph	22.95	102.3
ypm	23.1	104.05
ypn	23.591	103.733
ypo	23.59	101.933
ypp	23	103.4
ypz	23.05	103.4
ysd	25.012	102.2
ysg	26.55	103.33
ysl	45.3912	17.5193
ysn	24.278	103.759
yso	23.418	104.85
ysp	23.847	100.89
ysr	64.5192	-173.925
ysy	25.2	102.12
yta	26.4	101
ytl	26.9	99.9
ytp	24.15	104.9
yub	-27.803	153.082
yud	31.9567	34.7422
yuk	39.8389	-123.296
yun	9.74861	12.3972
yvt	9.8194	-67.4283
ywl	24.73	98.9
ywq	25.48	102.48
ywu	27.574	103.646
yyu	-3.4663	141.974
yyz	25	103.7
yzg	23.0105	104.449
yzk	23.8	104.8
zbc	3.97194	114.565
zbe	3.96098	114.606
zbt	-1.62663	121.268
zbw	3.9815	114.528
zch	23.6818	107.184
zeh	23.6818	107.184
zgb	23.6818	107.184
zgm	23.33	105.5
zgn	23.6818	107.184
zhd	21.8375	107.362
zhn	21.8375	107.362
zib	-17.9128	31.0216
zil	8.43	-9.51
zkp	-23.5708	-46.7609
zkr	28.129	97.022
zlj	23.6818	107.184
zlm	1.85856	103
zln	23.6818	107.184
zlq	23.6818	107.184
zma	-13.6481	129.885
zmw	1.11602	28.018
znk	-11.361	132.352
zqe	23.6818	107.184
zrp	45.5627	4.38771
zsa	-6.39394	146.294
zsl	-15.5134	28.9898
zsm	3.08896	101.699
zsu	-6.39394	146.294
ztl	16.0676	-96.1636
